file,type,m,r,wall_clock,max_phase_sum,total_cpu,total_io,num_tasks
mapreduceterasort_m10_r10.json,mapreduceterasort,10,10,23.066999912261963,23.043999910354614,174.8366,28.906000000000002,20
mapreduceterasort_m15_r15.json,mapreduceterasort,15,15,18.04099988937378,18.020999908447266,199.4041,43.755200000000016,30
mapreduceterasort_m20_r20.json,mapreduceterasort,20,20,14.674999952316284,13.776999950408936,186.25479999999996,64.4951,40
mapreduceterasort_m5_r5.json,mapreduceterasort,5,5,23.31600022315979,23.308000087738037,101.2102,13.096599999999999,10
