file,config,m,r,wall_clock,max_phase_sum,total_cpu,total_io,num_tasks,latency_diff,latency_ratio,speedup,processors,efficiency
mapreducewordcount_m5_r1.json,"(5,1)",5,1,12.14300012588501,12.138000011444092,40.97919999999999,4.2241,6,-0.005000114440917969,0.9995882307181848,1.0,6,0.16666666666666666
mapreducewordcount_m10_r1.json,"(10,1)",10,1,33.723999977111816,29.234999895095825,44.554,11.8203,11,-4.489000082015991,0.8668900461077382,0.36006998381349653,11,0.03273363489213605
mapreducewordcount_m15_r1.json,"(15,1)",15,1,39.513999938964844,36.459999799728394,31.863100000000003,21.497500000000006,16,-3.05400013923645,0.9227109342523206,0.3073088056041315,16,0.019206800350258218
